0.078542	-0.092701	1.000000
-0.073827	-0.091678	1.000000
0.567397	-0.452217	-1.000000
-0.033654	-0.341071	1.000000
-0.017761	-0.459243	1.000000
0.786209	0.481829	-1.000000
-0.219716	0.148335	1.000000
-0.579804	0.604349	-1.000000
0.029971	-0.036019	1.000000
0.058613	0.155178	1.000000
0.559551	-0.717113	-1.000000
-0.041851	0.110085	1.000000
-0.041436	0.529902	-1.000000
-0.469088	0.538924	-1.000000
-0.000162	-0.000116	1.000000
0.203275	-0.638643	-1.000000
-0.250024	-0.570299	-1.000000
0.044698	0.248751	1.000000
-0.457195	0.004111	1.000000
0.625856	-0.013337	-1.000000
-0.639031	0.428039	-1.000000
-0.228968	-0.312805	1.000000
0.894635	-0.362329	-1.000000
-0.066861	-0.005539	1.000000
0.352256	0.197694	1.000000
0.516985	-0.016504	-1.000000
-0.309643	-0.401413	-1.000000
0.623679	0.557538	-1.000000
0.327276	0.313870	1.000000
0.486193	-0.556392	-1.000000
-0.298532	-0.058651	1.000000
0.245869	-0.265345	1.000000
0.609662	-0.519776	-1.000000
-0.941993	-0.279606	-1.000000
0.108318	-0.748835	-1.000000
0.133739	0.055394	1.000000
-0.181295	0.742434	-1.000000
0.734280	0.086924	-1.000000
-0.469547	0.447528	-1.000000
0.145788	0.297264	1.000000
0.771845	-0.080591	-1.000000
-0.711245	0.140783	-1.000000
-0.276647	-0.699741	-1.000000
-0.325239	-0.482886	-1.000000
-0.170687	0.574997	-1.000000
-0.496043	0.431512	-1.000000
-0.004888	-0.011204	1.000000
-0.785671	0.446338	-1.000000
0.009436	0.011957	1.000000
-0.153090	-0.638296	-1.000000
0.129762	0.698967	-1.000000
-0.212296	-0.281258	1.000000
-0.898588	-0.332584	-1.000000
0.155243	-0.835210	-1.000000
-0.101571	0.976431	-1.000000
0.032067	-0.044550	1.000000
-0.416519	0.054680	1.000000
0.251089	0.352682	1.000000
0.245542	-0.832367	-1.000000
0.597532	-0.652580	-1.000000
-0.302948	-0.008054	1.000000
-0.207149	0.562185	-1.000000
0.078228	-0.207322	1.000000
0.627130	-0.298321	-1.000000
-0.523185	-0.167316	-1.000000
-0.444053	-0.703300	-1.000000
-0.092779	0.102123	1.000000
0.019286	0.777195	-1.000000
0.754945	-0.223438	-1.000000
-0.068737	0.161100	1.000000
0.870800	0.026546	-1.000000
0.291420	-0.361203	1.000000
0.324675	-0.145291	1.000000
0.208875	-0.282740	1.000000
-0.111816	0.472789	1.000000
-0.524536	-0.202325	-1.000000
-0.135593	-0.082517	1.000000
0.111088	-0.074178	1.000000
-0.342512	0.868873	-1.000000
-0.029971	-0.078587	1.000000
-0.227737	0.258025	1.000000
0.602423	0.287905	-1.000000
0.148718	-0.397905	1.000000
0.313973	0.765762	-1.000000
-0.473484	0.443415	-1.000000
0.007277	-0.003327	1.000000
-0.301928	0.023517	1.000000
0.012545	-0.032931	1.000000
-0.008607	0.236908	1.000000
-0.901890	0.057794	-1.000000
0.093981	0.149052	1.000000
-0.142203	0.108670	1.000000
-0.129800	0.124998	1.000000
-0.270451	-0.244111	1.000000
0.085823	-0.524715	-1.000000
0.780044	0.598354	-1.000000
-0.003300	-0.732367	-1.000000
0.396038	-0.626962	-1.000000
0.553740	-0.324767	-1.000000
0.088159	-0.158371	1.000000
